user_id,cpu_usage,battery_level,network_latency,task_complexity,bandwidth,data_size,target
54,27.544253822814934,99.296230704344,54.722999776633046,high,983.5876188357211,930.4423070127552,0
47,89.23685574123704,0.2505854740279423,635.3074271431201,low,278.9981805534001,326.46927920221816,0
55,40.08636323273031,2.2368005426679494,923.6478833457928,low,9283.221661943735,798.4050561423832,0
67,9.887087745112378,0.6093535005353479,779.6919088750677,medium,480.86286589371275,140.1712833038485,0
3,27.164941867576363,84.15152372777284,946.999041576089,medium,7544.139406836674,877.4221845672745,0
43,22.150275781689967,8.733904959081496,312.3209260654305,high,9954.548344581684,319.3302477421772,0
93,92.79485601744173,7.298950572833851,572.8333740552093,high,1934.6121750084203,782.5968485922194,0
56,95.27055935774221,98.3008698688229,797.1257273797034,medium,7690.478208558712,270.49156934971916,0
67,95.54339266204443,15.092504245662608,921.9939944354102,high,4844.131922252374,63.34045018204789,0
90,26.488879266574628,73.21556079000851,483.9708116972262,medium,7073.50640558573,787.6975314903452,0
30,61.559944625279805,89.9917306642451,951.5224721738716,high,2171.2582624306733,607.9726771400547,0
89,68.97982363452282,75.34418613104734,906.347279082733,high,7270.733121862505,846.1657625587341,0
63,0.4517769392170856,16.956798033146157,298.80431287625294,medium,4693.294598873981,105.19820720719643,0
97,29.426940386997057,32.83533388188956,273.55022287176837,medium,4835.71781139836,427.96936741861856,0
28,52.26277271872226,94.2149384215526,610.3773230440066,high,1825.3508462412192,105.31946489617572,0
99,7.4623341067717845,57.20400350785327,747.6437171864973,low,249.6840352940309,778.7817176439803,0
26,18.624872099761237,73.57734457693844,441.90238607359845,high,7561.402923988249,640.9884327645639,0
42,65.39703005269597,3.8004097428450567,777.1636576561285,high,5786.994453200962,369.0494073565725,0
53,29.746808549471982,15.200218788038445,429.87172324344044,low,5903.634524979135,600.2621147304144,0
83,18.849289887037955,1.2993233507240354,424.1904939259333,medium,8674.6794956205,562.8900174390865,0
88,26.84757083165692,95.91140842720596,545.317573549343,medium,422.7093765126962,970.4311125679737,0
95,0.9433428900233687,70.03442947862946,700.4899475300591,high,848.5745787321432,401.9083811260165,0
39,61.08028070512497,37.46256966868228,992.2365506492011,low,7560.739865721335,489.52987944276765,0
17,76.15017699713181,13.942001924435532,634.3612880422603,medium,1316.995002425859,260.0492537437227,0
64,93.10279754417668,71.8947370141796,203.12748217590786,medium,2119.924184075877,661.2392340540986,0
42,39.32004495288201,4.33287792083179,872.9009306272761,medium,1321.031836105887,63.4717044606477,0
29,31.389253000400398,30.76903927438761,826.7224314779392,high,8607.696192917916,555.1454261451306,0
19,11.923600529976387,61.19364155683186,238.66218251921345,low,832.0735915514475,488.966847775741,0
74,42.824275785498855,23.173159688624402,927.899181117004,high,8493.803479344042,863.6429782545765,0
92,91.76840557588038,43.53262130303543,930.1064784053693,high,9817.623367479928,667.9117103306579,0
22,67.40641989655188,91.3765220319529,727.5524913932417,low,204.1301433774966,827.3878202793815,0
49,10.424059182239088,6.329200482421459,389.03059818499844,high,6574.2087460331695,24.45456238071519,0
99,83.3555464245351,48.022051054113255,509.88757598219735,high,7762.883801352703,23.19962943455824,0
60,0.2186190321477377,10.538512681445166,573.8937918797373,high,421.9173124940234,747.9043914658633,0
25,52.35971610239076,14.095873244570733,986.5534028722847,medium,7003.5376520684895,434.88166126416604,0
92,96.9387332602698,63.0567073946007,952.6701230009193,high,6418.9098376544125,340.6374234569267,0
79,35.21786832723254,25.88792486701591,832.6219449442523,low,1358.852631145889,885.7100584284315,0
39,3.870811368399074,88.31379586814083,588.5970024305758,low,9652.025210980473,945.3822290825086,0
18,96.35879694128795,36.82450078757612,908.6011680648303,medium,8986.861783597902,660.0280978785129,0
44,70.17504960064576,56.7775748607586,923.0386565335573,low,4061.9778680618883,454.71022179222433,0
61,64.9248861066658,58.708510079398025,487.5464453322734,low,4484.96745177654,543.5488141273003,0
100,51.79391591476589,23.741183923317244,76.37738178275185,medium,6435.723250891121,950.9848764340251,0
51,70.10196562670073,37.09969414772498,42.84438691739263,low,1307.451674541301,473.4082404921741,0
14,69.0562278050716,37.6576506831715,516.1722101430148,low,322.58039139295295,413.2672416374144,0
14,12.830889395527457,58.64240595878384,457.55652237525265,medium,209.29314036405975,732.1552312526139,0
44,2.0350030766238536,90.65242199987172,234.10689770356893,low,5482.807504858471,753.3879125417068,0
71,45.85065888458595,92.65818865055671,678.6988873280666,medium,5076.181016315804,435.86603553141504,0
80,79.25163731021809,3.3145827141843998,188.13283802782914,low,1424.873388111516,397.4120997441193,0
78,74.27129923960594,23.143577960012017,453.8470112385505,medium,612.8821011322576,25.345171134162815,0
37,29.939665641285995,18.961567138689862,271.0963650492634,medium,115.8552789708311,322.6045914331131,0
21,47.53256002449763,13.526826222937128,294.1952291924407,medium,2260.7628821346407,433.94156123757915,0
88,86.25891752360305,97.61982386595905,796.7215681738044,medium,8221.456668713861,612.6115379760381,0
36,19.354798624644975,95.64642490321572,834.7041627019963,low,1857.6217073545758,358.78299127621096,0
32,53.945915028735335,80.93141743567094,330.1637538690969,medium,7489.712339020352,547.0218875086355,0
25,12.421223599400044,16.49659719762702,416.49216784414614,high,7925.032538986138,934.4872626212972,0
77,2.2238046653178523,80.42513942084506,80.88364888502295,high,7799.896729568917,136.62587086563454,0
73,59.30025101222306,59.15229929967085,266.55026421646454,medium,3258.0057565645657,619.6440988766873,0
62,49.52060737704158,70.1646934936167,838.5151798478277,low,6283.088721311462,641.5889458841458,0
49,19.945211806193576,9.42447010501607,319.10139588264536,high,6214.692172815377,396.8749455052173,0
38,81.67714415236979,23.087926159953376,924.2941464066746,high,9064.107886132659,108.92928682145991,0
79,75.63619960107732,79.96071359469114,577.5249917125669,medium,8046.351594233102,62.86996443799938,0
53,20.10447515154501,54.66190436723397,236.8454918845475,high,2675.5743334882045,875.940346370159,0
92,94.11560812425365,95.25199646173128,225.5485970555633,high,6754.370084020103,275.5700285033337,0
50,58.04944054785282,27.913237631793763,540.5817411554585,medium,3706.815312770332,838.0653435724544,0
57,88.09532732796468,94.94193519269768,199.06381742948724,high,1585.5114966852036,541.2165313741151,0
73,44.94815443091951,38.03089505350571,216.88800288180826,medium,7895.679732378996,111.7261168415361,0
74,29.481089092562375,40.080533611254964,218.3579668141667,high,5394.770134006822,430.87675938414,0
54,76.98781584442284,57.39026224928505,716.40444241042,medium,7985.666978223624,578.1078148718045,0
18,24.499132399592916,81.819393665755,999.5335970985485,high,1313.8626669292546,338.9899570446767,0
30,67.20120726478922,86.48445925485937,31.276958563118445,medium,2203.18910716516,620.863819888408,0
27,52.73240318991279,54.06178607930523,172.93577415293393,high,5800.282446002191,566.5188937233685,0
87,68.85351526048997,97.36246668918436,338.8239694952899,low,2476.4652625908657,409.7525643381116,0
44,76.44020102125519,59.59165907327522,170.73889461392957,high,7369.092737874767,472.6322110048266,0
32,36.076036083508924,29.551181175242103,654.341925709846,low,5827.796632909838,105.40515343351596,0
100,64.31816112530167,67.91939037526117,213.51939049555284,high,3713.4254856209227,533.6405080337732,0
19,62.44847849128645,17.420000258329093,601.2517501223559,low,3926.3027745830946,389.87234775299476,0
57,18.887898260005052,7.8817078130843266,448.5661862998826,medium,9469.188124615688,206.64999994775812,0
36,23.327267846684464,30.928240712449895,547.2670633314998,high,5335.90126641384,83.4766458336353,0
71,5.775573631102859,49.27616544264121,814.8794587093955,medium,8881.31763165408,244.97817161527928,0
20,93.21683816156838,39.04087594349388,438.2971952153767,low,8921.78842521056,118.24545021812455,0
46,97.28296706544656,68.63203972922275,192.3752397757567,low,3568.660499751314,590.921618185081,0
60,96.05900193630379,57.04969143255435,569.4559023821242,medium,5476.06365725194,422.2788450614977,0
67,46.066778255069096,21.33892430122969,728.2874823517569,low,169.90674521100564,663.8127572989983,0
14,63.10593716375673,7.158311421981189,957.2135403395765,high,8949.13466532422,646.5744602121993,0
83,45.07237700991495,92.48925953366872,44.77914780622277,medium,2842.669927901033,24.435607467118054,0
47,86.7759317372427,29.16718663889961,908.7954048143989,low,6787.680069990849,479.1488500475223,0
66,29.513524706623762,17.23014474424246,159.15379278166014,low,7590.327551465858,926.6366021250262,0
1,84.76412531379935,27.85050846541617,570.5132147942256,low,6189.813272717279,476.72206783053025,0
15,69.07169668986694,53.86278401933646,124.8422123448594,high,1735.6089261480367,480.753417475512,0
74,6.666268123013708,76.71921355976662,113.74010809551676,medium,3056.639725635358,312.25443871846534,0
75,27.31925152180378,37.7582398070659,942.610175522282,medium,1495.4703263588117,268.20380438002206,0
45,8.983741226249297,22.07176843535905,66.79650922162273,high,8329.085057526283,125.41287542503491,0
45,52.93122848777225,5.653022233591609,101.8322750235438,medium,5784.165919158843,972.5182602603127,0
2,3.516680515131354,21.451694154632715,122.85616255331014,medium,2069.4157136072195,275.1663544719838,0
57,50.091704230515475,11.07065327130955,782.9804706018389,medium,9232.057107692874,190.17535421009026,0
7,99.28570018805907,78.75244520811819,236.45849127304209,high,1425.988318048962,503.846006374499,0
7,71.50590362304894,45.77426123332422,736.1336727269436,low,7904.118518916469,330.3964693896694,0
54,63.38015175735306,13.479052266488868,676.94928266071,high,2796.6858575842816,130.15431310484456,0
4,0.22524038959573778,61.15125128091393,173.81599888936893,medium,2220.0687149730393,611.9379562234236,0
19,79.66816971314941,41.809462539983365,591.7332323135972,high,531.5028677890862,983.587634814867,0
23,27.31944309335975,70.29057748129136,434.1011317353968,low,6391.739287982966,391.8090965024662,0
19,67.61277368753208,15.191317237006452,157.50613461244484,medium,5662.763742581166,850.8241114005239,0
47,88.73311446834953,12.44071875167907,571.9678144634748,low,4853.0648326407845,780.848045234625,0
12,64.57942522791713,55.52962552564124,264.40904364723747,high,4000.548314595168,164.64019055311482,0
68,16.932577179802344,83.29087001172132,292.7282651230737,low,6663.4402044941235,883.9963358092303,0
11,60.51287423531115,62.638109594444224,366.42572598753316,high,6503.8086381467665,575.2367701017395,0
10,31.48804480277373,33.14580334737172,226.08523755230036,medium,133.4003380039457,447.9991181251016,0
83,55.677344359683644,7.6596059183431375,65.41339483484768,medium,5694.576277770567,568.8145364693961,0
35,13.59313757197591,55.58205886045224,307.425591374636,high,2309.0177539329097,24.088698265899207,0
58,86.80122248228189,35.63748900245314,37.92314125275918,low,6286.75695107177,695.2812059809174,0
73,80.67351746830313,90.5606094816583,102.0603956038985,low,4246.259629716035,897.7723811400639,0
31,12.498949265904324,13.464529406711156,810.7769920127048,high,6669.400001531613,732.1138786690801,0
99,46.51118307593046,92.47722919401939,544.7563144832943,high,1585.9942893120801,792.7685971604092,0
24,16.01241551827084,92.61199829519083,334.8674395341545,high,2876.2709398642655,130.24635918604992,0
92,80.819202616788,35.538202467474754,957.5050438190963,low,5567.383270138092,83.37426287583789,0
76,94.07262839658294,36.69891679533288,28.852514314658492,low,5293.311715569643,606.1407478031849,0
76,87.17773498617454,11.07687818268268,583.8601059823429,low,2998.937906752771,183.23482809967976,0
87,18.465845129719437,93.53951706107493,107.93513829620144,high,2968.4698771243793,11.299990253068852,0
65,73.07262807516561,72.25103059677765,195.87658885199815,low,9121.367106112424,149.2324220905243,0
47,6.035618620921257,56.71996647523637,419.97476466371546,medium,2740.8159962711593,350.01580410443614,0
73,53.334928374761134,71.51228147653131,359.46617891712066,low,3856.934346485327,517.5689629982326,0
94,5.438162767230348,73.78683798516636,850.2868981909326,high,7136.370622673208,347.811959876652,0
95,28.144550939098455,39.28476401444772,223.2887730334178,high,3222.511938915998,370.7260350088298,0
80,25.14857992090802,82.01922396474517,692.0685472367162,low,9426.719010983637,944.1826238643746,0
60,47.69697985172121,56.10419206753514,922.6784891987113,medium,5073.8035252838445,710.0425133838155,0
92,27.323876212362276,33.68619971079671,334.56352089606014,medium,3825.904133369401,673.4095204869714,0
78,27.46541081875509,74.19512447545746,461.050563552955,high,4210.788521428454,143.86037065117927,0
16,8.291825244324869,74.25447443000525,424.12962057558184,low,7000.796607540903,541.9707456930497,0
8,52.81558278842818,89.66253822001042,470.71926288338636,medium,2804.6746291418694,151.19081389759867,0
72,36.75219354831888,92.01813715445171,651.8187219535251,medium,2950.6630530796865,542.357716651806,0
22,27.671053932858094,44.968416028836685,279.495163018298,low,6632.572620778985,40.187013927631945,0
86,1.2061393671904952,47.297090566119216,820.8996181802919,low,4691.230322926849,186.88709779098582,0
69,42.72426483867431,39.01594711392479,796.1021434203345,low,9475.508205033013,63.591365946356596,0
44,10.59593529321592,72.64613661302963,707.8965502810529,medium,6960.637001684007,801.5138397632751,0
26,94.87602914802426,57.2502894920328,994.407190883374,medium,9582.050454982756,814.2218493148604,0
59,67.32109929059283,89.36640963825417,453.1598018844848,low,2438.2339477427486,975.0911577755908,0
1,79.621994973864,90.80304037254851,373.92970911416126,medium,9246.601320700112,712.3329382959053,0
70,57.38860758345521,65.0427464978628,171.938586684486,high,9502.829118780965,649.2932976716406,0
15,77.87452949011619,13.528817418063731,507.4962385344239,high,4051.0153587679856,19.776851102545166,0
18,87.7248430014929,76.24921312601013,839.673978711546,medium,7778.4390810156665,368.0758372940896,0
9,20.523190197315124,76.99365454621791,138.12313435025254,low,6951.321155524179,563.9627749900488,0
97,8.885940635184086,85.74489810268788,654.906673994386,medium,2389.8182827763603,888.6005425424657,0
20,64.6967248478271,35.440287501823555,529.3651821967933,high,4315.132147508305,466.6923617661699,0
68,99.81526196463778,39.70762283939047,705.7958002781264,low,3450.399744845225,892.6899149082067,0
36,10.305411404744714,14.829047257447458,499.54007603831,high,5090.408501653306,198.23367121453927,0
15,91.44341835298603,81.95586476414933,135.65663547580453,low,8220.550235454613,233.04362909285837,0
15,42.32294240048464,87.51426112450899,753.2528069734552,low,5260.842960150587,925.9547830053094,0
74,78.6836696293198,93.4632671530688,454.6184868805469,high,6338.680460303172,134.69949753342743,0
96,44.79953015549229,15.539265691358683,665.4069601474307,high,5250.607386832749,353.85306692413246,0
59,26.05582183552977,43.02799753763183,339.7906310683094,high,5464.273759499174,613.4765961359852,0
81,25.119948459870034,63.16424192687988,883.0054880022535,low,687.2947675440644,232.58548409574317,0
23,71.07685056499218,82.07059298979813,204.53806588718456,low,1009.5004491534067,881.6910327578968,0
25,48.73843603158322,34.83648677692511,181.59508623617165,high,6294.305418555912,824.0298497497653,0
29,72.16357162046036,27.112135315483222,289.1537904828768,low,5561.024840223248,900.9813702450065,0
87,0.24349253482913724,50.49300366503531,32.04102789690327,high,9340.619322475368,692.1268535963798,0
62,2.429734490212343,42.31324258247009,986.7209742396814,medium,353.51308271742084,688.4495478632648,0
52,13.277367806577045,92.86454129568035,117.42688041054002,high,6033.792523071833,165.01593699692341,0
63,5.902350201394779,99.87166580621762,896.8082314373428,medium,1300.4442764623188,432.78892260106323,0
89,61.626860532420636,73.51726636557848,127.93597061105336,high,6956.129608206135,981.9424979802201,0
31,47.98335493525268,92.06733296481269,191.57110878606096,medium,272.0312095406905,707.5769295706633,0
25,86.02670792256244,53.599879529178295,44.201437620674504,high,1110.8568911443135,176.33819846683213,0
28,84.26365475705012,73.1621118694314,961.5326011592617,high,2297.0389838668757,676.4782840840638,0
1,69.23121446866813,42.51192623023373,49.140556278100604,high,7123.992798679716,82.00377488018427,0
63,13.783256549156453,93.48344990695992,566.5654530946576,low,9967.94222386992,460.4506341164758,0
75,83.99784079919488,41.67629716798152,242.0026002167026,high,5516.812628422629,995.1003802267734,0
29,32.54973835827762,65.93705351442463,789.475065288581,high,6361.224191437691,680.9466553066097,0
44,38.63797256329165,0.592209535634225,513.2964493605296,high,4215.125899092681,240.45984338550898,0
73,19.860660895163797,44.99385494214101,359.33382207882124,medium,515.3899312046199,584.465467190838,0
49,21.87334190984741,57.38688410107283,872.9087093202542,low,8301.556294380329,825.0962505568036,0
71,54.87388910641472,18.799986251105327,79.54166714520954,low,800.7648550114384,21.901734639050776,0
80,60.69863588642599,84.74724134469793,758.8133151741114,low,4079.6655913549844,351.5942297616242,0
73,54.75190039306984,11.154276886526649,292.10489894854805,high,3228.833648693603,926.7554734982555,0
92,6.471917330630628,31.62825160726569,480.93898042513695,low,9092.975458546805,414.74706167554496,0
39,2.2216805524341576,21.1556840221916,812.7091057992135,high,9611.312611110316,379.5038795325955,0
2,86.14912393811316,10.971724948039462,519.3064795868228,high,4873.41596176571,286.89112955638893,0
70,96.39608442304079,75.01726499465128,505.3527515530194,medium,4695.816549985212,532.8994521308508,0
80,76.34292707726051,75.67150657719299,425.9655086622129,low,4299.208468113378,785.619011523422,0
99,6.66716820308777,53.59096917843472,492.9094823460155,medium,8477.87357748509,126.10134676935867,0
57,83.17432782911331,62.5205139063025,722.8572725260057,high,9481.252511076596,538.7077582433681,0
47,6.647215588999766,49.758452026510646,946.1234062741119,high,7373.943665439663,530.9218699028991,0
70,60.96268088133431,87.91227023146129,918.9444888729256,medium,2370.6524907031726,776.4147782080042,0
1,5.140213345196443,12.33513442984292,364.52741359834033,medium,5160.62433834223,838.1613000768356,0
31,65.08878035519689,74.36430504459304,968.9736426574557,high,5899.067210644722,627.0747929334325,0
53,4.63933322745369,51.88935130124849,705.2941499586964,low,8979.963193398915,78.25472677873198,0
6,86.70713905344601,35.438034009622484,190.09725794587703,medium,1329.0728273558675,227.01179648768738,0
38,19.168357052905062,23.316221413915972,73.70698457607344,high,6392.0779378334855,98.88048167171345,0
35,36.26102796911197,14.899378773977078,936.0808189712882,low,273.36713658642384,602.4135016414714,0
65,67.58394563111366,23.01065020778743,488.01382883629987,medium,6360.8672279539705,921.8768988402283,0
31,82.48136916561522,75.03166224421676,364.38124900746766,medium,4541.755599191635,140.86973550622588,0
43,95.26973158385022,17.515436235952176,195.77508848708297,high,3786.2344854724865,896.7996614001618,0
51,45.550870416969005,0.6418850286472155,108.5613025870731,high,1848.2952176442232,446.19696785582966,0
84,87.25190826057882,89.61312025778987,615.7447192545344,low,3474.4168383994997,912.8058756688494,0
93,5.908996770005781,5.245675581489396,231.25713129313837,medium,9341.588983373804,426.4146229849479,0
30,60.594096952467225,13.378551887723233,32.10694499397755,medium,4973.861148480586,633.9889811949149,0
34,22.50513756553788,1.3611265156302066,350.7048883552899,low,3472.1761479139223,963.1718090981146,0
12,81.82229840108826,4.985245143872053,750.4226527419005,low,2978.869405385615,265.239840741441,0
65,14.509247098909983,66.12206865398045,156.8565445750777,medium,7982.364389787901,92.84847588622229,0
85,54.80940141252599,1.575826828519189,173.36787865027352,high,8257.460621411603,438.2167692328812,0
70,94.33185221552657,5.668752050670156,666.9386016439415,high,6788.297237910852,536.4713794500202,0
17,33.53479540099277,73.27965354298136,862.8804911694956,medium,6214.609070203196,606.0164286552697,0
95,5.192760624014802,75.19869868855714,404.5203643119926,high,879.3178148931427,67.20392192700166,0
45,30.049454926643016,81.3213521613861,253.46362611754628,low,9352.967587002353,515.3802342127292,0
35,71.39688777776388,33.40590439956319,249.58850266684317,medium,8111.707800364864,938.2547094260728,0
60,17.834653748119813,75.59183327242695,291.92133340757374,medium,6259.849476337214,368.54419935632586,0
98,30.978912595963216,32.7273363672945,145.2968757499134,high,7058.926005839118,81.00113876533871,0
99,29.230506052170846,94.78830226729482,373.6108124787246,low,5299.09805182149,229.84631545638814,0
68,5.409948452235513,24.799238403895096,926.4339736256891,low,1245.514281972533,418.13888603378217,0
49,0.6924302327988019,88.18555978923102,560.799705084723,high,4278.031846251112,143.83883721267978,0
42,77.36704127602744,50.61137121701034,793.6809092511817,low,3890.2643131148093,589.7532546341733,0
90,38.282343987997876,44.599562944944395,681.170375807481,medium,7899.14844902349,428.2701315356033,0
91,4.6706455191771195,12.611147894902142,210.1163767559585,high,9669.795109312694,398.5007136166102,0
77,99.59915416049452,4.049912885801222,195.14098117433258,medium,8603.138772679098,636.0530263300421,0
82,19.484784165619338,72.14657858947582,485.3278471820981,medium,5549.758210282098,410.866763368607,0
59,19.141431136626487,28.154116957416363,746.147271513885,high,3589.5293768545052,955.4386421154182,0
36,16.055144164644297,55.93916795474369,462.54238855661674,low,9017.692583818483,987.8428579901632,0
76,21.106544840281984,67.6362952652911,129.45602262001353,high,7837.188587350144,375.2431056840715,0
